
Dump of file C:\Windows\System32\ucrtbased.dll

File Type: DLL

  Section contains the following exports for ucrtbased.dll

    00000000 characteristics
    B8B20920 time date stamp
        0.00 version
           1 ordinal base
        2547 number of functions
        2547 number of names

    ordinal hint RVA      name

       2006  7D5 00113CD0 _wctime64_s
       2007  7D6 0004C860 _wctomb_l
       2008  7D7 0004C920 _wctomb_s_l
       2009  7D8 00165420 _wctype
       2010  7D9 00019B30 _wdupenv_s
       2011  7DA 00019B70 _wdupenv_s_dbg
       2012  7DB 0001DCE0 _wexecl
       2013  7DC 0001DD20 _wexecle
       2014  7DD 0001E1D0 _wexeclp
       2015  7DE 0001E210 _wexeclpe
       2016  7DF 0001E890 _wexecv
       2017  7E0 0001E8B0 _wexecve
       2018  7E1 0001F930 _wexecvp
       2019  7E2 0001F950 _wexecvpe
       2020  7E3 00077CC0 _wfdopen
       2021  7E4 000FB4E0 _wfindfirst32
       2022  7E5 000FB510 _wfindfirst32i64
       2023  7E6 000FB540 _wfindfirst64
       2024  7E7 000FB570 _wfindfirst64i32
       2025  7E8 000FB5A0 _wfindnext32
       2026  7E9 000FB5D0 _wfindnext32i64
       2027  7EA 000FB600 _wfindnext64
       2028  7EB 000FB630 _wfindnext64i32
       2029  7EC 0007A640 _wfopen
       2030  7ED 0007A670 _wfopen_s
       2031  7EE 0007CB50 _wfreopen
       2032  7EF 0007CBB0 _wfreopen_s
       2033  7F0 0007A6B0 _wfsopen
       2034  7F1 000FBB40 _wfullpath
       2035  7F2 000FBB90 _wfullpath_dbg
       2036  7F3 00028930 _wgetcwd
       2037  7F4 000289F0 _wgetcwd_dbg
       2038  7F5 00028990 _wgetdcwd
       2039  7F6 00028A30 _wgetdcwd_dbg
       2040  7F7 00019AD0 _wgetenv
       2041  7F8 00019AF0 _wgetenv_s
       2042  7F9 000FCA10 _wmakepath
       2043  7FA 000FCA70 _wmakepath_s
       2044  7FB 00103DF0 _wmkdir
       2045  7FC 00108D90 _wmktemp
       2046  7FD 00108DB0 _wmktemp_s
       2047  7FE 0010A8F0 _wopen
       2048  7FF 0006C8A0 _wperror
       2049  800 00017A20 _wpopen
       2050  801 0001A9F0 _wputenv
       2051  802 0001AAA0 _wputenv_s
       2052  803 00103EC0 _wremove
       2053  804 00103E30 _wrename
       2054  805 00110350 _write
       2055  806 00103E80 _wrmdir
       2056  807 0001B770 _wsearchenv
       2057  808 0001B740 _wsearchenv_s
       2058  809 000637A0 _wsetlocale
       2059  80A 0010A980 _wsopen
       2060  80B 0010AA50 _wsopen_dispatch
       2061  80C 0010B220 _wsopen_s
       2062  80D 0001DD60 _wspawnl
       2063  80E 0001DDA0 _wspawnle
       2064  80F 0001E250 _wspawnlp
       2065  810 0001E290 _wspawnlpe
       2066  811 0001E8D0 _wspawnv
       2067  812 0001E8E0 _wspawnve
       2068  813 0001F970 _wspawnvp
       2069  814 0001F980 _wspawnvpe
       2070  815 000FF690 _wsplitpath
       2071  816 000FF6E0 _wsplitpath_s
       2072  817 00103870 _wstat32
       2073  818 001038A0 _wstat32i64
       2074  819 001038D0 _wstat64
       2075  81A 00103900 _wstat64i32
       2076  81B 00117C30 _wstrdate
       2077  81C 00117C50 _wstrdate_s
       2078  81D 00119140 _wstrtime
       2079  81E 00119160 _wstrtime_s
       2080  81F 00020210 _wsystem
       2081  820 000B4FC0 _wtempnam
       2082  821 000B5000 _wtempnam_dbg
       2083  822 000B69F0 _wtmpnam
       2084  823 000B6A30 _wtmpnam_s
       2085  824 0003DA80 _wtof
       2086  825 0003DAA0 _wtof_l
       2087  826 00040CB0 _wtoi
       2088  827 00040CE0 _wtoi64
       2089  828 00040D10 _wtoi64_l
       2090  829 00040D40 _wtoi_l
       2091  82A 00040CB0 _wtol
       2092  82B 00040D40 _wtol_l
       2093  82C 00040CE0 _wtoll
       2094  82D 00040D10 _wtoll_l
       2095  82E 00103F00 _wunlink
       2096  82F 0011C3C0 _wutime32
       2097  830 0011C3F0 _wutime64
       2098  831 000CE310 _y0
       2099  832 000CE550 _y1
       2100  833 000CE7B0 _yn
       2101  834 0006D850 abort
       2102  835 000B9850 abs
       2103  836 00121BC0 acos
       2104  837 00122180 acosf
       2105  838 000CD1C0 acosh
       2106  839 000CD2E0 acoshf
       2107  83A 000CD400 acoshl
       2108  83B 00112640 asctime
       2109  83C 00112660 asctime_s
       2110  83D 001225C0 asin
       2111  83E 00122AD0 asinf
       2112  83F 000CD560 asinh
       2113  840 000CD6A0 asinhf
       2114  841 000CD7D0 asinhl
       2115  842 00122F00 atan
       2116  843 001232E0 atan2
       2117  844 00124230 atan2f
       2118  845 00124B00 atanf
       2119  846 000CD910 atanh
       2120  847 000CDA70 atanhf
       2121  848 000CDBD0 atanhl
       2122  849 0003DAD0 atof
       2123  84A 00040D70 atoi
       2124  84B 00040D70 atol
       2125  84C 00040C20 atoll
       2126  84D 000B9880 bsearch
       2127  84E 000B9CF0 bsearch_s
       2128  84F 00047400 btowc
       2129  850 00041080 c16rtomb
       2130  851 00041350 c32rtomb
       2131  852 000CEBF0 cabs
       2132  853 000CEB80 cabsf
       2133  854 000CEBF0 cabsl
       2134  855 000CEC90 cacos
       2135  856 000CF2D0 cacosf
       2136  857 000CF780 cacosh
       2137  858 000CFE30 cacoshf
       2138  859 000D0360 cacoshl
       2139  85A 000D0A10 cacosl
       2140  85B 00050940 calloc
       2141  85C 000D1050 carg
       2142  85D 000D10C0 cargf
       2143  85E 000D1100 cargl
       2144  85F 000D1170 casin
       2145  860 000D12C0 casinf
       2146  861 000D1340 casinh
       2147  862 000D19E0 casinhf
       2148  863 000D1EB0 casinhl
       2149  864 000D2550 casinl
       2150  865 000D26A0 catan
       2151  866 000D27F0 catanf
       2152  867 000D2870 catanh
       2153  868 000D2EF0 catanhf
       2154  869 000D34C0 catanhl
       2155  86A 000D3B40 catanl
       2156  86B 000D3C90 cbrt
       2157  86C 000D3E90 cbrtf
       2158  86D 000D4030 cbrtl
       2159  86E 000D4230 ccos
       2160  86F 000D4300 ccosf
       2161  870 000D44E0 ccosh
       2162  871 000D4AF0 ccoshf
       2163  872 000D4F30 ccoshl
       2164  873 000D53F0 ccosl
       2165  874 00124EA0 ceil
       2166  875 00125070 ceilf
       2167  876 000D54C0 cexp
       2168  877 000D57F0 cexpf
       2169  878 000D5AC0 cexpl
       2170  879 000D5DF0 cimag
       2171  87A 000D5E10 cimagf
       2172  87B 000D5DF0 cimagl
       2173  87C 00075520 clearerr
       2174  87D 00075540 clearerr_s
       2175  87E 00112780 clock
       2176  87F 000D5E30 clog
       2177  880 000D62D0 clog10
       2178  881 000D6360 clog10f
       2179  882 000D6390 clog10l
       2180  883 000D6420 clogf
       2181  884 000D6750 clogl
       2182  885 000D6BF0 conj
       2183  886 000D6C90 conjf
       2184  887 000D6BF0 conjl
       2185  888 000D6E20 copysign
       2186  889 000D6E80 copysignf
       2187  88A 000D6E20 copysignl
       2188  88B 000D6EE0 cos
       2189  88C 000D7460 cosf
       2190  88D 001251E0 cosh
       2191  88E 00125910 coshf
       2192  88F 000D7B50 cpow
       2193  890 000D7E60 cpowf
       2194  891 000D7F10 cpowl
       2195  892 000D81C0 cproj
       2196  893 000D8340 cprojf
       2197  894 000D8410 cprojl
       2198  895 000D8540 creal
       2199  896 000D8560 crealf
       2200  897 000D8540 creall
       2201  898 000D8580 csin
       2202  899 000D86D0 csinf
       2203  89A 000D8A70 csinh
       2204  89B 000D90F0 csinhf
       2205  89C 000D9620 csinhl
       2206  89D 000D99C0 csinl
       2207  89E 000D9EB0 csqrt
       2208  89F 000DA680 csqrtf
       2209  8A0 000DAD70 csqrtl
       2210  8A1 000DB250 ctan
       2211  8A2 000DB3A0 ctanf
       2212  8A3 000DB420 ctanh
       2213  8A4 000DB7D0 ctanhf
       2214  8A5 000DBA60 ctanhl
       2215  8A6 000DBE50 ctanl
       2216  8A7 000BA320 div
       2217  8A8 000DC030 erf
       2218  8A9 000DC380 erfc
       2219  8AA 000DC770 erfcf
       2220  8AB 000DCAB0 erfcl
       2221  8AC 000DCF50 erff
       2222  8AD 000DD210 erfl
       2223  8AE 000741E0 exit
       2224  8AF 000DD4F0 exp
       2225  8B0 000DDDC0 exp2
       2226  8B1 000DE3C0 exp2f
       2227  8B2 000DEA10 exp2l
       2228  8B3 000DEB90 expf
       2229  8B4 000DEE40 expm1
       2230  8B5 000DF050 expm1f
       2231  8B6 000DF1D0 expm1l
       2232  8B7 000DF400 fabs
       2233  8B8 00075A10 fclose
       2234  8B9 000DF420 fdim
       2235  8BA 000DF490 fdimf
       2236  8BB 000DF500 fdiml
       2237  8BC 000DF5B0 feclearexcept
       2238  8BD 000DF640 fegetenv
       2239  8BE 000DF6A0 fegetexceptflag
       2240  8BF 000DF770 fegetround
       2241  8C0 000DF790 feholdexcept
       2242  8C1 00077D50 feof
       2243  8C2 00077E20 ferror
       2244  8C3 000DF800 fesetenv
       2245  8C4 000DF8B0 fesetexceptflag
       2246  8C5 000DF970 fesetround
       2247  8C6 000DFA00 fetestexcept
       2248  8C7 000787D0 fflush
       2249  8C8 00078A00 fgetc
       2250  8C9 00078D00 fgetpos
       2251  8CA 00079720 fgets
       2252  8CB 00079BA0 fgetwc
       2253  8CC 00079760 fgetws
       2254  8CD 00125FC0 floor
       2255  8CE 00126180 floorf
       2256  8CF 000E0880 fma
       2257  8D0 000E1B70 fmaf
       2258  8D1 000E2D60 fmal
       2259  8D2 000E3180 fmax
       2260  8D3 000E3220 fmaxf
       2261  8D4 000E32C0 fmaxl
       2262  8D5 000E3360 fmin
       2263  8D6 000E3400 fminf
       2264  8D7 000E34A0 fminl
       2265  8D8 000E3540 fmod
       2266  8D9 0012F5D0 fmodf
       2267  8DA 0007A6F0 fopen
       2268  8DB 0007A720 fopen_s
       2269  8DC 0007A880 fputc
       2270  8DD 0007AD60 fputs
       2271  8DE 0007B410 fputwc
       2272  8DF 0007B6D0 fputws
       2273  8E0 0007C270 fread
       2274  8E1 0007C2C0 fread_s
       2275  8E2 000550A0 free
       2276  8E3 0007CC10 freopen
       2277  8E4 0007CC70 freopen_s
       2278  8E5 000E4940 frexp
       2279  8E6 0007D3D0 fseek
       2280  8E7 0007D420 fsetpos
       2281  8E8 0007E500 ftell
       2282  8E9 0007EDF0 fwrite
       2283  8EA 00078CC0 getc
       2284  8EB 00078CE0 getchar
       2285  8EC 00019AC0 getenv
       2286  8ED 00019AE0 getenv_s
       2287  8EE 0007FA50 gets
       2288  8EF 0007FA80 gets_s
       2289  8F0 00079C90 getwc
       2290  8F1 00079CB0 getwchar
       2291  8F2 000CEC60 hypot
       2292  8F3 000E4B60 ilogb
       2293  8F4 000E4BD0 ilogbf
       2294  8F5 000E4C40 ilogbl
       2295  8F6 000BA360 imaxabs
       2296  8F7 000BA3A0 imaxdiv
       2297  8F8 00029920 is_wctype
       2298  8F9 0004F370 isalnum
       2299  8FA 0004F3A0 isalpha
       2300  8FB 0004F3D0 isblank
       2301  8FC 0004F400 iscntrl
       2302  8FD 0004F430 isdigit
       2303  8FE 0004F460 isgraph
       2304  8FF 00050450 isleadbyte
       2305  900 0004F490 islower
       2306  901 0004F4C0 isprint
       2307  902 0004F4F0 ispunct
       2308  903 0004F520 isspace
       2309  904 0004F550 isupper
       2310  905 00050470 iswalnum
       2311  906 000504A0 iswalpha
       2312  907 000504D0 iswascii
       2313  908 00050510 iswblank
       2314  909 00050550 iswcntrl
       2315  90A 00045B70 iswctype
       2316  90B 00050580 iswdigit
       2317  90C 000505B0 iswgraph
       2318  90D 000505E0 iswlower
       2319  90E 00050610 iswprint
       2320  90F 00050640 iswpunct
       2321  910 00050670 iswspace
       2322  911 000506A0 iswupper
       2323  912 000506D0 iswxdigit
       2324  913 0004F580 isxdigit
       2325  914 000B9850 labs
       2326  915 000E4CC0 ldexp
       2327  916 000BA320 ldiv
       2328  917 000E5960 lgamma
       2329  918 000E68D0 lgammaf
       2330  919 000E77F0 lgammal
       2331  91A 000B9810 llabs
       2332  91B 000BAC90 lldiv
       2333  91C 000E7C90 llrint
       2334  91D 000E7D30 llrintf
       2335  91E 000E7DD0 llrintl
       2336  91F 000E7E70 llround
       2337  920 000E7EF0 llroundf
       2338  921 000E7F70 llroundl
       2339  922 000605E0 localeconv
       2340  923 000E7FF0 log
       2341  924 000E8530 log10
       2342  925 000E8AF0 log10f
       2343  926 000E8FE0 log1p
       2344  927 000E90E0 log1pf
       2345  928 000E91E0 log1pl
       2346  929 00130E90 log2
       2347  92A 000E99F0 log2f
       2348  92B 000E9E10 log2l
       2349  92C 000E9F60 logb
       2350  92D 000E9E40 logbf
       2351  92E 000E9ED0 logbl
       2352  92F 000E9FF0 logf
       2353  930 00152270 longjmp
       2354  931 000EA400 lrint
       2355  932 000EA4A0 lrintf
       2356  933 000EA540 lrintl
       2357  934 000EA5E0 lround
       2358  935 000EA660 lroundf
       2359  936 000EA6E0 lroundl
       2360  937 00055450 malloc
       2361  938 00045FE0 mblen
       2362  939 000474A0 mbrlen
       2363  93A 00046230 mbrtoc16
       2364  93B 00046630 mbrtoc32
       2365  93C 00047520 mbrtowc
       2366  93D 00047600 mbsrtowcs
       2367  93E 00047640 mbsrtowcs_s
       2368  93F 00048740 mbstowcs
       2369  940 000487A0 mbstowcs_s
       2370  941 00048C60 mbtowc
       2371  942 001522A0 memchr
       2372  943 00152320 memcmp
       2373  944 00152420 memcpy
       2374  945 000BC9B0 memcpy_s
       2375  946 00152420 memmove
       2376  947 000BCAF0 memmove_s
       2377  948 00152090 memset
       2378  949 001272C0 modf
       2379  94A 00127480 modff
       2380  94B 000EA940 nan
       2381  94C 000EAA20 nanf
       2382  94D 000EAAE0 nanl
       2383  94E 000EAB00 nearbyint
       2384  94F 000EAB50 nearbyintf
       2385  950 000EABA0 nearbyintl
       2386  951 000EABF0 nextafter
       2387  952 000EAC20 nextafterf
       2388  953 000EAC50 nextafterl
       2389  954 000EAC80 nexttoward
       2390  955 000EB050 nexttowardf
       2391  956 000EB2E0 nexttowardl
       2392  957 000EB6B0 norm
       2393  958 000EB730 normf
       2394  959 000EB6B0 norml
       2395  95A 0006B180 perror
       2396  95B 000EB780 pow
       2397  95C 000ECE20 powf
       2398  95D 0007AB30 putc
       2399  95E 0007AB60 putchar
       2400  95F 000B21E0 puts
       2401  960 0007B510 putwc
       2402  961 0007B540 putwchar
       2403  962 000BB790 qsort
       2404  963 000BBFB0 qsort_s
       2405  964 00074210 quick_exit
       2406  965 0006B7F0 raise
       2407  966 000BC710 rand
       2408  967 000BC780 rand_s
       2409  968 00055990 realloc
       2410  969 000EDCF0 remainder
       2411  96A 00131F00 remainderf
       2412  96B 000EE0A0 remainderl
       2413  96C 00103950 remove
       2414  96D 000EE990 remquo
       2415  96E 000EECC0 remquof
       2416  96F 000EEFE0 remquol
       2417  970 000FCB50 rename
       2418  971 000B2850 rewind
       2419  972 000EF4D0 rint
       2420  973 000EF700 rintf
       2421  974 000EF930 rintl
       2422  975 000EF9A0 round
       2423  976 000EFA40 roundf
       2424  977 000EFAE0 roundl
       2425  978 000EFB80 scalbln
       2426  979 000EFBF0 scalblnf
       2427  97A 000EFC60 scalblnl
       2428  97B 000EFB80 scalbn
       2429  97C 000EFBF0 scalbnf
       2430  97D 000EFC60 scalbnl
       2431  97E 0006C810 set_terminate
       2432  97F 00151FB0 set_unexpected
       2433  980 000B2B40 setbuf
       2434  981 001560D0 setjmp
       2435  982 00061760 setlocale
       2436  983 000B3300 setvbuf
       2437  984 0006BCB0 signal
       2438  985 000EFCD0 sin
       2439  986 000F0240 sinf
       2440  987 001275D0 sinh
       2441  988 00127DE0 sinhf
       2442  989 001284D0 sqrt
       2443  98A 00128680 sqrtf
       2444  98B 000BC760 srand
       2445  98C 000BD120 strcat
       2446  98D 000BD8F0 strcat_s
       2447  98E 00152800 strchr
       2448  98F 000BD930 strcmp
       2449  990 000BDC90 strcoll
       2450  991 000BD1C0 strcpy
       2451  992 000BE1A0 strcpy_s
       2452  993 000BE340 strcspn
       2453  994 0006C730 strerror
       2454  995 0006C750 strerror_s
       2455  996 00118940 strftime
       2456  997 000BF520 strlen
       2457  998 000BFF30 strncat
       2458  999 000C0840 strncat_s
       2459  99A 000C0890 strncmp
       2460  99B 000C0FA0 strncpy
       2461  99C 000C1790 strncpy_s
       2462  99D 000C37E0 strnlen
       2463  99E 000C3DD0 strpbrk
       2464  99F 00152990 strrchr
       2465  9A0 000C4BC0 strspn
       2466  9A1 00152DC0 strstr
       2467  9A2 000495F0 strtod
       2468  9A3 00049620 strtof
       2469  9A4 00049830 strtoimax
       2470  9A5 000C54E0 strtok
       2471  9A6 000C5740 strtok_s
       2472  9A7 00049B30 strtol
       2473  9A8 000495F0 strtold
       2474  9A9 00049830 strtoll
       2475  9AA 00049B70 strtoul
       2476  9AB 000498F0 strtoull
       2477  9AC 000498F0 strtoumax
       2478  9AD 000C6860 strxfrm
       2479  9AE 00020200 system
       2480  9AF 000F0D80 tan
       2481  9B0 000F1520 tanf
       2482  9B1 001289D0 tanh
       2483  9B2 00128FC0 tanhf
       2484  9B3 0006C850 terminate
       2485  9B4 000F2C80 tgamma
       2486  9B5 000F4020 tgammaf
       2487  9B6 000F5460 tgammal
       2488  9B7 000B6B20 tmpfile
       2489  9B8 000B6B50 tmpfile_s
       2490  9B9 000B6B80 tmpnam
       2491  9BA 000B6BC0 tmpnam_s
       2492  9BB 0004A2E0 tolower
       2493  9BC 0004A330 toupper
       2494  9BD 0004CF50 towctrans
       2495  9BE 0004A510 towlower
       2496  9BF 0004A6C0 towupper
       2497  9C0 000F57C0 trunc
       2498  9C1 000F57F0 truncf
       2499  9C2 000F5820 truncl
       2500  9C3 00151FF0 unexpected
       2501  9C4 000B7050 ungetc
       2502  9C5 000B7750 ungetwc
       2503  9C6 0004B100 wcrtomb
       2504  9C7 0004B170 wcrtomb_s
       2505  9C8 000C68A0 wcscat
       2506  9C9 000C6FB0 wcscat_s
       2507  9CA 00153410 wcschr
       2508  9CB 000C6FF0 wcscmp
       2509  9CC 000C7330 wcscoll
       2510  9CD 000C74D0 wcscpy
       2511  9CE 000C7A30 wcscpy_s
       2512  9CF 000C7A70 wcscspn
       2513  9D0 00121B70 wcsftime
       2514  9D1 000C3810 wcslen
       2515  9D2 000C8E40 wcsncat
       2516  9D3 000C96A0 wcsncat_s
       2517  9D4 000C96E0 wcsncmp
       2518  9D5 000C9DB0 wcsncpy
       2519  9D6 000CA520 wcsncpy_s
       2520  9D7 000C3840 wcsnlen
       2521  9D8 000CB520 wcspbrk
       2522  9D9 00153570 wcsrchr
       2523  9DA 0004B310 wcsrtombs
       2524  9DB 0004B350 wcsrtombs_s
       2525  9DC 000CBA40 wcsspn
       2526  9DD 00153790 wcsstr
       2527  9DE 00049650 wcstod
       2528  9DF 00049680 wcstof
       2529  9E0 000499B0 wcstoimax
       2530  9E1 000CBAE0 wcstok
       2531  9E2 000CBCA0 wcstok_s
       2532  9E3 00049BB0 wcstol
       2533  9E4 00049650 wcstold
       2534  9E5 000499B0 wcstoll
       2535  9E6 0004C7D0 wcstombs
       2536  9E7 0004C810 wcstombs_s
       2537  9E8 00049BF0 wcstoul
       2538  9E9 00049A70 wcstoull
       2539  9EA 00049A70 wcstoumax
       2540  9EB 000CCC10 wcsxfrm
       2541  9EC 0004B850 wctob
       2542  9ED 0004CEA0 wctomb
       2543  9EE 0004CF00 wctomb_s
       2544  9EF 0004CFA0 wctrans
       2545  9F0 0004D020 wctype
       2546  9F1 000CCC90 wmemcpy_s
       2547  9F2 000CCF70 wmemmove_s

  Summary

        3000 .data
        F000 .pdata
       5B000 .rdata
        1000 .reloc
        1000 .rsrc
      157000 .text
